JournalNameInData,StandardJournalName,Publisher,ChiefEditor,PrintISSN,ElectronicISSN,ImpactFactor
Zhonghua xin xue guan bing za zhi,chinese journal of cardiovascular disease,chinese medical association,,0253-3758,,
Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,,chinese medical association,,0253-2727,,
Zhonghua Yan Ke Za Zhi,chinese journal of opthalmology,chinese medical association,,0412-4081,,
Zhonghua Yi Xue Za Zhi,Chung Hua Hsueh Tsa Chih,chinese medical association,,0376-2491,,
Zhonghua Yu Fang Yi Xue Za Zhi,Chinese journal of preventive medicine,chinese medical association,,0253-9624,,
Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],duplicate,,,,,
Zhonghua Zhong Liu Za Zhi,Chinese journal of oncology,chinese medical association,,0253-3766,,
Zhonghua zhong liu za zhi [Chinese journal of oncology],duplicate,,,,,
Zool Res,journal of zoological systematics and evolutionary research,Wiley-Blackwell,Wilfried Westheide,0947-5745,1439-0469,
Zoonoses Public Health,zoonoses and public health,John Wiley and Sons,Mary Torrence,1863-1959,1863-2378,
